file_id	chr1	chr2	chr3	chr4	chr5	chr6	chr7	chr8	chr9	chr10	chr11	chr12	chr13	chr14	chr15	chr16	chr17	chr18	chr19	chr20	chr21	chr22
dff3796f-b860-4470-a565-25c2a7baa5fb	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	1	-1	-1	0	0	-1	1	-1	-1	0	0	-1
53834229-c648-4349-9471-0aac58bc9ced	0	0	0	0	0	0	unknown	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
e083b7c7-4753-4014-8405-37c507c0cddc	0	unknown	unknown	0	0	unknown	0	0	unknown	0	0	0	-1	0	-1	unknown	0	unknown	0	unknown	0	0
ceffb964-a923-4426-98f8-6bfd9256be83	0	0	unknown	0	0	0	0	unknown	unknown	0	-1	0	-1	0	0	0	0	unknown	unknown	-1	0	unknown
e97cbbca-3c43-4396-8d4c-44925649db15	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
3bceaca1-2334-46ed-9267-b2710a5471fe	0	0	unknown	0	0	0	0	1	0	unknown	unknown	0	0	unknown	0	unknown	0	unknown	0	0	0	0
aeed3e65-9805-4114-b244-93d604056477	0	0	unknown	0	0	0	0	unknown	1	unknown	0	0	-1	0	0	unknown	0	0	0	0	0	0
51c733f7-74ee-4f18-8d37-a995d348ce07	0	0	unknown	unknown	unknown	0	0	unknown	0	0	0	0	0	0	0	0	0	unknown	0	0	0	0
9b8be750-3904-4fbf-960d-38492be9898d	0	0	unknown	0	0	unknown	0	unknown	unknown	unknown	0	0	0	1	0	0	unknown	unknown	0	0	0	0
27c4de2c-0e0d-42f1-8e8c-0f3fb6965a45	unknown	0	0	0	0	0	1	0	0	0	1	0	unknown	0	0	unknown	0	0	0	0	0	0
98fdc192-ad6d-4a92-8827-fa2ea8c61615	0	-1	unknown	0	-1	0	-1	unknown	1	-1	unknown	-1	-1	1	-1	unknown	unknown	unknown	0	0	-1	-1
a4f64d54-3049-47d2-8ab9-af602629a253	-1	-1	unknown	unknown	-1	0	-1	1	-1	0	unknown	-1	0	1	0	0	0	-1	-1	unknown	-1	unknown
c5e3fe43-41d2-41f5-bd7e-d281fffd8d86	1	0	0	1	0	1	1	unknown	1	0	0	0	0	1	0	unknown	0	0	0	0	0	1
d7f94132-7d2a-41af-b507-b59844a0f9ba	unknown	unknown	unknown	unknown	unknown	unknown	1	unknown	unknown	unknown	unknown	unknown	-1	0	0	unknown	unknown	0	0	1	-1	1
e63a634b-a906-4559-a4c7-f70fa0b33801	unknown	1	unknown	unknown	unknown	0	1	1	unknown	0	unknown	unknown	unknown	unknown	0	unknown	unknown	-1	unknown	unknown	-1	unknown
c65a6586-c434-40ff-9ef0-fdb2c9518c11	0	0	unknown	unknown	unknown	unknown	unknown	unknown	0	0	0	unknown	0	1	0	unknown	0	0	0	0	0	0
0a5bc877-cd7c-4b76-bce7-4fb63e958d45	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
6a4a9e3b-872e-446b-b4ef-d632710c4465	unknown	unknown	unknown	unknown	unknown	-1	0	unknown	0	unknown	unknown	0	0	-1	-1	1	-1	unknown	unknown	1	1	0
ed8f13de-36b2-4da3-af96-c2afc4021b37	0	0	unknown	0	0	0	0	0	0	0	unknown	0	unknown	unknown	unknown	unknown	0	0	unknown	0	0	0
779333d5-faf9-4509-b05a-ab59c0d9a5ad	0	0	unknown	0	0	unknown	0	unknown	0	0	0	0	0	0	0	0	unknown	unknown	unknown	0	unknown	0
c3d363d0-e7e2-4a4c-9107-e70c26003707	0	0	unknown	0	0	0	unknown	unknown	unknown	unknown	unknown	0	unknown	0	0	0	0	unknown	0	0	unknown	0
ba99454d-563c-4fcd-bbca-2b7202528618	0	0	unknown	0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0	unknown	0	0	unknown	unknown	unknown	0	0
fcdd5ea4-fb45-42dd-95e6-ec010850815c	0	0	0	0	0	0	0	unknown	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3436deec-b6e5-4a62-b7c8-779317cfa3da	0	0	unknown	1	0	0	unknown	unknown	unknown	0	0	0	0	0	0	0	0	-1	0	0	0	0
b6c5a51c-ea4c-47f3-ab09-34d63a75639a	unknown	unknown	unknown	-1	unknown	0	0	unknown	unknown	-1	unknown	0	-1	-1	0	unknown	unknown	-1	0	0	-1	0
85b54397-91fc-4438-80cc-6ef04a91ff4e	0	0	0	0	0	0	0	unknown	0	0	unknown	0	0	0	0	0	0	0	0	1	0	0
826418de-b8b3-4c59-a39f-03f308fbf5b4	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
fa02473b-7991-43bf-aceb-d29ae5b49176	0	unknown	unknown	unknown	unknown	0	0	unknown	1	unknown	0	unknown	unknown	-1	-1	unknown	-1	unknown	0	unknown	-1	unknown
d36cc023-ecbc-495e-b7ff-e13af46cd32b	0	0	0	0	0	0	0	unknown	unknown	0	1	0	0	0	0	0	0	0	0	0	0	0
7fa00ff2-0c39-48c2-9795-0fd07e62e67a	unknown	unknown	unknown	0	0	0	unknown	unknown	unknown	-1	unknown	0	-1	0	-1	0	0	0	0	0	0	0
a664b48e-e4ee-4c94-b19b-2b3771256176	0	0	unknown	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
33b7f8de-f39f-4ca5-81f5-65f655aa86d4	-1	0	unknown	-1	unknown	-1	unknown	0	-1	0	unknown	0	unknown	1	-1	0	unknown	unknown	unknown	-1	0	1
ec433d71-d8f6-4144-9734-d59e84488619	unknown	0	1	unknown	unknown	unknown	unknown	unknown	0	-1	unknown	unknown	1	0	1	unknown	unknown	-1	unknown	1	0	0
b5c762e7-947c-4642-b01b-98817591b08c	0	0	unknown	0	0	0	0	unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8bcb376c-6fc7-44f5-b1ea-c8e86a3c1fa6	0	0	unknown	0	0	0	0	0	0	0	unknown	0	0	0	0	0	0	0	0	0	0	0
d7a3757d-eb85-419c-91d5-e79a4f937c99	0	0	unknown	0	0	unknown	0	0	0	0	-1	0	-1	0	0	unknown	0	0	0	0	0	0
11557e60-5cf5-4fe3-bed1-6332af5fc213	0	0	0	0	0	1	0	unknown	0	0	1	0	0	1	0	0	0	0	0	0	0	0
6f26355d-7a14-426d-944c-5c95cc4bb8a2	unknown	-1	unknown	-1	unknown	0	unknown	unknown	-1	unknown	unknown	unknown	-1	0	unknown	unknown	unknown	unknown	-1	1	-1	-1
c6123662-1ac2-4255-bdc7-d940493c3d94	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
26f03627-31fb-4a86-8104-1e175987e5ea	unknown	0	unknown	0	unknown	0	unknown	unknown	unknown	unknown	0	unknown	unknown	0	-1	unknown	unknown	unknown	0	unknown	0	unknown
37c022ba-1fab-4638-9c85-57c84e3a8182	0	unknown	unknown	unknown	0	-1	unknown	unknown	-1	unknown	-1	0	-1	0	-1	1	unknown	unknown	unknown	unknown	unknown	-1
2c930ae2-c406-4f91-90f8-b2da388e6702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unknown	0	0	0
ea24bfbc-c3a3-4d54-af23-105791665a8f	0	0	0	0	0	0	0	unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86647380-d5fb-4736-998e-f0d235424395	0	0	0	0	0	0	0	unknown	1	0	0	unknown	0	0	0	0	0	0	0	0	0	0
d2b15aaf-3260-4003-995c-160161874d4e	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
36fb0987-422f-45b1-b4fa-2e747af8a6e0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
418436b6-50b6-49f6-a146-b35db392cfac	unknown	unknown	unknown	unknown	0	0	-1	unknown	0	-1	-1	-1	-1	0	0	-1	-1	0	-1	1	-1	0
b0f763e3-f780-4add-8ddd-9349cc2b3567	unknown	0	unknown	-1	unknown	0	0	0	unknown	0	0	unknown	-1	0	0	0	0	unknown	0	0	-1	0
1621db74-96cc-4120-9a4e-422257792812	0	unknown	-1	1	0	-1	unknown	unknown	unknown	unknown	unknown	unknown	unknown	-1	-1	0	-1	0	0	-1	unknown	0
e9f329bf-d78a-43a2-be1e-bb52a4560f84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
5cf27c03-30ae-4982-bdaf-4a7ca8c09273	0	unknown	unknown	0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	-1	0	0	0	unknown	unknown	0	1	0	0
5db03558-1d6f-499b-af85-8faf095df033	0	0	unknown	0	0	0	unknown	unknown	unknown	unknown	0	0	0	0	0	0	0	unknown	0	0	-1	1
00529fb2-f36d-4f50-abf7-01b4e46739b1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
c8dddaa7-e1be-4228-9cda-dbb2adbd1f7e	unknown	unknown	unknown	-1	-1	0	unknown	unknown	unknown	-1	unknown	unknown	0	-1	-1	1	unknown	unknown	unknown	0	0	0
7f7b6afd-b146-4d1b-87f5-02a22da3fb03	-1	unknown	unknown	unknown	0	0	unknown	unknown	-1	0	unknown	0	-1	0	0	unknown	0	-1	0	-1	0	0
a8135435-2f2b-44b4-91e7-d3fe8df4a066	0	0	unknown	unknown	0	0	0	0	unknown	unknown	unknown	unknown	unknown	unknown	0	0	unknown	0	0	0	unknown	0
b5df0d9e-e9d4-43c5-bf0b-7a0bc5a1cb4e	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
851da518-3399-4e1a-9568-9267085509a6	0	0	unknown	0	0	0	0	unknown	unknown	0	unknown	0	0	0	0	0	0	unknown	0	0	0	0
0c5a7182-55f3-4491-9620-2a2f98830f03	unknown	0	unknown	unknown	unknown	0	0	unknown	0	0	-1	0	unknown	0	0	0	0	0	0	0	0	unknown
47ba1f67-87bf-4805-aa44-03e0de173601	0	0	0	1	0	0	0	0	1	0	unknown	0	unknown	-1	0	0	0	0	0	0	0	0
438647e9-7dca-4e61-b01b-a02112d6d276	0	0	unknown	0	unknown	0	0	unknown	0	0	unknown	1	0	1	-1	0	unknown	unknown	0	1	-1	1
11f012cc-8e5a-4dfa-a60c-a34b9ac511f5	0	0	0	0	0	unknown	unknown	0	0	0	0	0	0	0	0	0	unknown	-1	0	0	0	0
3111cf37-e905-447c-b848-801742f8857c	unknown	unknown	unknown	-1	unknown	unknown	unknown	0	-1	0	unknown	unknown	-1	0	0	1	unknown	-1	0	unknown	-1	-1
19fb7351-3fff-419c-9c78-4e88ef8f3fa6	unknown	0	1	0	0	1	unknown	unknown	unknown	0	0	0	unknown	0	unknown	1	unknown	unknown	unknown	1	-1	0
660eeb60-bef0-4bf4-bfb2-9272654e9356	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
5be7484e-90b7-48e2-864f-a4448418d8f3	0	0	unknown	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
d3da7eac-38cf-43b0-bfca-8d21f4be7555	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
07a5cf72-6af5-4b4f-b61d-d8c8724243b3	unknown	unknown	unknown	unknown	unknown	unknown	0	unknown	-1	unknown	unknown	0	0	1	0	0	0	unknown	0	unknown	unknown	-1
665e3e27-b429-47f6-8351-457c085b3639	0	0	unknown	0	0	0	0	unknown	1	0	unknown	0	0	1	0	0	unknown	unknown	0	0	-1	0
c5e3cd46-5794-45b1-b23f-4ec6d7604f33	0	0	unknown	0	unknown	0	0	unknown	unknown	0	0	0	unknown	0	0	0	unknown	0	0	0	0	0
55100014-d9ca-4f19-bbc5-b0579e12d8fb	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
a70cb676-e8a0-46f7-936d-6416b184f691	unknown	unknown	unknown	unknown	unknown	0	1	unknown	0	0	0	0	unknown	0	0	0	1	1	0	unknown	unknown	0
5034b2ed-2eff-4d59-9480-ebd106fd525b	0	0	0	0	0	0	unknown	unknown	0	0	0	0	0	0	0	0	0	1	0	0	0	0
a9d20586-1996-47aa-9913-cf85425a49bb	1	unknown	1	1	unknown	0	unknown	unknown	unknown	unknown	0	0	1	0	0	unknown	0	unknown	0	1	0	unknown
72d32abc-041f-4e1f-a04a-226b51ce23c8	0	0	0	0	0	0	0	unknown	0	0	unknown	0	unknown	unknown	0	unknown	0	1	0	unknown	0	0
ed2ca509-1bbe-471b-8736-4cf22c29e696	unknown	unknown	1	-1	-1	unknown	unknown	unknown	unknown	unknown	-1	unknown	unknown	1	unknown	unknown	1	unknown	unknown	unknown	unknown	1
0b84d6ba-1b5d-49e1-9a62-abaf24a2bcf6	-1	unknown	unknown	-1	unknown	-1	unknown	unknown	-1	-1	0	-1	unknown	0	0	0	0	0	0	unknown	0	0
165ad504-72b1-4894-9a9e-c7525b5dd0cc	unknown	unknown	unknown	-1	unknown	unknown	1	1	0	0	unknown	0	0	0	1	0	unknown	0	-1	unknown	-1	0
244f5bc0-2047-4c86-8914-ba7db4b97ea5	0	unknown	unknown	unknown	unknown	0	0	unknown	0	unknown	unknown	0	unknown	0	0	-1	unknown	0	0	unknown	0	0
58d964d8-163f-4459-a78a-2d4ac206a0f4	0	0	0	0	1	0	0	unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	1
e81130aa-14b7-44ca-9313-de728211a395	unknown	0	unknown	unknown	unknown	unknown	unknown	unknown	-1	unknown	unknown	unknown	unknown	1	0	unknown	unknown	0	0	1	-1	1
a02946e0-0874-4d08-b7cc-ef2690360d6a	0	unknown	unknown	1	1	0	1	1	-1	unknown	-1	unknown	0	1	0	1	1	unknown	unknown	1	1	-1
76aac4aa-f512-4711-ad83-3cf09f487de9	0	0	0	0	0	0	0	unknown	1	0	0	0	0	0	0	0	0	0	0	0	0	0
733d2949-f41b-4060-90cd-65784f73100a	1	1	unknown	unknown	unknown	0	1	unknown	1	0	unknown	1	-1	1	unknown	1	unknown	unknown	unknown	unknown	0	0
d2af51dc-984c-41b5-b6a8-495026632acc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54477084-8ba3-4b16-8ee9-4d71f5f366df	0	0	unknown	unknown	0	unknown	1	0	unknown	0	0	0	0	0	unknown	0	unknown	unknown	unknown	0	0	0
ad1898c7-dc09-4014-a982-bc692bf4fa51	0	0	unknown	0	0	0	unknown	unknown	1	0	unknown	0	0	0	-1	0	1	unknown	0	0	0	0
a6ef515e-e182-433c-a9cc-9ba49ad2cb7b	0	0	0	0	unknown	0	0	unknown	unknown	0	1	0	0	0	0	0	0	unknown	unknown	unknown	0	-1
4f459bd2-83c3-4e1d-8c64-955a86d8df02	0	0	unknown	0	unknown	0	0	unknown	0	0	unknown	0	unknown	1	0	0	unknown	0	0	0	0	0
961961b3-81f8-45cd-a356-711df02dfb80	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
7be50c5e-78ed-4415-b367-0a87955365df	0	0	0	0	0	0	0	unknown	unknown	0	0	0	0	0	0	0	0	0	0	0	0	0
114e21a6-5094-4cdd-8808-c8a305b0a82c	unknown	0	unknown	unknown	unknown	0	0	1	-1	unknown	-1	-1	-1	0	-1	unknown	unknown	unknown	unknown	1	0	1
1fe4aef9-653f-4c4d-b34a-28b6a26eac1d	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
73b15898-6dcc-4d21-936f-c89be16240a4	unknown	unknown	unknown	-1	unknown	-1	unknown	unknown	1	unknown	0	1	-1	unknown	0	0	unknown	unknown	unknown	unknown	0	unknown
7b4d24c1-7c69-4402-a9a2-72802a972dd1	1	0	1	0	unknown	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0
9c81e429-a8de-474c-941d-b4f967c50ba0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	unknown	1	0	1	0	0
6325a67a-8976-4aa3-a914-ade19a8aeb52	0	0	0	unknown	unknown	0	unknown	unknown	unknown	0	unknown	0	-1	unknown	0	0	unknown	unknown	unknown	0	unknown	0
f0bf1bcb-22d9-4bd4-9050-5d22dd766bed	0	0	unknown	unknown	unknown	unknown	1	unknown	-1	-1	unknown	unknown	unknown	-1	unknown	unknown	unknown	0	0	unknown	0	unknown
7d3497b1-4e45-468e-8ccc-39433b6c6002	0	unknown	0	unknown	unknown	unknown	0	unknown	unknown	0	-1	unknown	-1	-1	unknown	-1	0	-1	unknown	-1	-1	-1
8909af62-13d9-4c55-99e0-fd0f685e52e9	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
edadb0de-5323-46fd-a0b2-d2d58b08636a	unknown	0	unknown	-1	unknown	-1	unknown	0	1	0	0	unknown	-1	0	unknown	0	0	-1	0	0	-1	1
a529cd5f-234e-4dce-93c6-71ff279a0193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91ba5c16-84ab-4565-8bf5-d9757bff1ae6	0	0	unknown	unknown	unknown	0	unknown	unknown	unknown	unknown	0	0	-1	0	unknown	0	0	unknown	0	0	-1	0
fcbe8910-3328-4768-be57-fb9c709ca00c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2427ee05-b29b-4bba-8f1e-c9537a89b93c	unknown	1	unknown	-1	unknown	1	0	unknown	-1	unknown	unknown	1	0	1	0	1	1	0	1	1	unknown	0
6ead5639-f9c7-4d75-b131-41136222d0c9	0	0	1	1	unknown	0	1	unknown	0	-1	unknown	-1	1	1	1	0	0	unknown	0	1	-1	1
d3dffc10-ccf4-4393-9528-a6d957c348c5	unknown	unknown	-1	-1	unknown	unknown	0	unknown	1	-1	unknown	unknown	0	unknown	-1	-1	-1	-1	unknown	-1	-1	0
fa42c9ff-6133-46d9-84c6-94c992ba23fb	0	unknown	unknown	-1	unknown	0	unknown	-1	unknown	unknown	unknown	0	-1	unknown	0	0	unknown	unknown	0	unknown	unknown	0
33ae4a18-29fb-4a8f-9378-7850f9a64bce	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
fa17de65-3296-4b77-98fd-34bcd81af874	0	0	unknown	unknown	unknown	0	unknown	unknown	unknown	-1	unknown	0	unknown	0	0	0	0	-1	0	0	0	unknown
3f563860-9ff4-4686-9a50-d2370486b18b	0	0	unknown	unknown	unknown	0	unknown	0	0	-1	unknown	0	unknown	0	unknown	0	unknown	unknown	0	0	unknown	0
4d18aa93-2a00-44ee-8c95-6837828dd076	0	unknown	unknown	unknown	unknown	0	1	unknown	0	unknown	unknown	1	0	1	-1	-1	unknown	unknown	0	1	-1	1
2f37bbf9-deda-4531-a01f-f9a10ac12853	0	0	unknown	0	unknown	0	0	1	1	0	unknown	1	0	0	0	unknown	0	1	1	unknown	0	0
09bc8c33-fcae-4610-8a67-201e8740d114	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
ba5e6a85-56c9-40b6-80af-90ca895db8c3	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
dd6c76a4-a8d7-43bb-b7d3-e48a8c95193f	unknown	0	unknown	-1	unknown	-1	0	unknown	unknown	-1	-1	0	-1	unknown	0	unknown	0	unknown	unknown	unknown	-1	0
4b08e55f-f14c-4851-a7f8-452cdd11eae7	0	0	unknown	unknown	unknown	unknown	0	1	unknown	0	0	0	0	0	0	1	0	0	0	1	0	0
5675c112-bcf7-4d94-8ac3-a10644471ff7	0	0	unknown	unknown	unknown	-1	unknown	0	unknown	0	0	0	unknown	0	0	0	unknown	unknown	0	0	-1	0
18d62349-40fa-4afc-9674-1c979c17b314	unknown	unknown	unknown	0	unknown	unknown	unknown	unknown	-1	-1	-1	unknown	-1	1	-1	0	0	unknown	unknown	unknown	unknown	0
d1ce1f38-ef87-4375-8ef6-7509e02baaa0	-1	0	unknown	-1	unknown	-1	-1	1	0	0	unknown	unknown	-1	unknown	0	0	0	-1	-1	unknown	-1	1
7bef1490-7502-4fa7-a9ac-8763b4c977b6	unknown	1	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0	1	0	0	0	unknown	unknown	unknown	unknown	unknown	-1	1
c3ced817-0adf-480b-9661-5c04868d43c6	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	-1	0	0	0	unknown	1	1	0	unknown	unknown	unknown	1	-1	0
eec655f8-3d55-4552-93df-8f42a14a4aed	0	0	unknown	unknown	unknown	0	0	unknown	unknown	0	unknown	0	-1	0	-1	0	0	unknown	0	unknown	0	0
de83b978-0d39-4e7f-bf73-33be500ced59	0	0	unknown	0	0	-1	0	0	0	0	unknown	0	0	0	unknown	unknown	unknown	0	0	unknown	0	0
96dedbed-efd6-48c9-b040-bfb3a8cabfe3	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown
889b4091-5cac-4714-91cb-7f23bff4944e	0	0	unknown	0	0	0	0	unknown	unknown	0	unknown	unknown	unknown	1	0	0	0	0	0	0	0	0
075eb3cb-4415-4454-9419-183ce48d9960	unknown	0	unknown	0	0	0	unknown	0	unknown	0	unknown	0	0	0	0	0	0	0	0	0	0	0
0184cc91-9693-4a14-ae8e-d219e211c09a	unknown	-1	unknown	unknown	unknown	unknown	unknown	unknown	-1	unknown	unknown	unknown	unknown	1	unknown	unknown	-1	-1	unknown	unknown	-1	0
c1035565-7f37-4c68-a720-79f97f4354dd	unknown	unknown	unknown	1	unknown	0	unknown	unknown	-1	unknown	unknown	0	unknown	0	-1	unknown	unknown	0	0	unknown	0	0
505678c0-d98f-4cce-a669-1d62e59edc80	unknown	0	unknown	unknown	-1	unknown	0	unknown	-1	-1	-1	-1	-1	unknown	-1	-1	0	-1	-1	0	0	-1
4f50a4b8-f392-44c2-96af-9b77a012e1ab	unknown	0	unknown	unknown	unknown	unknown	unknown	unknown	0	0	unknown	unknown	-1	0	-1	1	1	0	0	unknown	1	unknown
3034a69a-4640-4ea0-bfb9-1976b15c7b17	1	0	unknown	0	0	0	0	1	0	0	unknown	0	0	0	0	0	0	1	0	0	0	1
b7b163ec-e6f5-4266-a468-4056760a13f0	0	0	unknown	0	0	0	0	unknown	0	0	unknown	0	unknown	0	0	0	0	unknown	-1	1	-1	0
8e604e0e-a8de-417e-afef-3229c7ef994e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27a0cd58-b7bd-4230-a057-bfcd88bd65ca	0	0	0	0	0	0	0	0	unknown	0	0	1	0	0	0	0	0	0	0	0	0	0
787e4465-6e5f-4aed-8ea0-12e1fcf3645b	unknown	0	unknown	unknown	unknown	unknown	unknown	unknown	unknown	0	0	unknown	unknown	0	unknown	unknown	0	unknown	unknown	unknown	0	-1
76f99991-bcfa-465e-a063-73bc626808bd	0	0	0	unknown	0	0	0	unknown	0	0	0	0	0	0	0	0	0	unknown	0	unknown	0	0
a035db56-3e36-4287-ad25-3f39a7558d95	0	0	unknown	-1	0	unknown	0	0	0	0	unknown	0	unknown	0	0	unknown	0	0	0	0	0	0
fc4bbef8-6e65-4625-85f8-940283a6d2bb	0	0	unknown	unknown	unknown	0	unknown	unknown	-1	unknown	unknown	unknown	-1	0	0	0	unknown	unknown	-1	0	-1	unknown
32509756-9b69-43a7-b6f2-6d6efa3b674c	unknown	0	unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	unknown	0	0	0
f40c9236-05b6-47dd-9f40-f78dae8a1b8c	0	0	unknown	unknown	unknown	0	0	unknown	unknown	unknown	unknown	0	0	-1	-1	unknown	unknown	0	unknown	0	0	0
