file_id	library_strategy	project_id	sample_type	is_ffpe	plate_id	hospital	read_length	source_center	date_of_shipment	experimental_protocol_type	platform	experimental_strategy	tumor_sample_weight	percent_gc_content	library_name	instrument_model	design	center_name	volume	quantity	concentration	necrosis_percent	tumor_nuclei_percent
c893a5ad-6b51-4f7e-973e-47ae9fd5a8af	RNA-Seq	TCGA-GBM	Recurrent Tumor	NO	2005	Case Western	76	22	2011-10-03	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	49	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	13.3	1.86	0.14	NA	NA
957893c5-e4c7-4d35-8cf9-67827f69a708	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Henry Ford Hospital	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	52	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	33.3	5.33	0.16	NA	NA
b11fe86a-a888-4609-bde3-9e7a1b5d70fe	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1850	Milan - Italy, Fondazione IRCCS Instituto Neuroligico C. Besta	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5.33	0.16	10	90
f93eb2d4-5566-43d1-aa43-2f5ad0edcb94	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Henry Ford Hospital	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	48	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5.33	0.16	NA	NA
5765f775-29f7-40de-94f9-a2ecc45d61fe	RNA-Seq	TCGA-GBM	Primary Tumor	NO	2005	Case Western	76	22	2011-10-03	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	48	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	33.3	5.33	0.16	0	80
3a5ba668-66fd-4f1a-b981-459b2a6b770f	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1850	Cedars Sinai	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	50	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	33.3	4.66	0.14	NA	NA
6509be06-6014-498e-adaf-99b74ad64eaf	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Henry Ford Hospital	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5.99	0.18	NA	NA
dacbaed5-777d-47fb-9f34-d0132a0cf68e	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1850	Case Western	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5.33	0.16	20	90
69c0cd45-79bb-4fec-85d6-f57b3e9ef217	RNA-Seq	TCGA-GBM	Solid Tissue Normal	NO	A36H	unknown	48	23	2014-01-29	mirVana (Allprep DNA) RNA	Illumina	RNA-Seq	unknown	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.21	0.17	NA	NA
62671e05-804b-4360-884d-0847cce4e190	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1850	Milan - Italy, Fondazione IRCCS Instituto Neuroligico C. Besta	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	4.66	0.14	20	80
46ae7938-8eec-46ab-ae85-3c7123bbd488	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1850	University of Florida	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	48	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5.33	0.16	NA	NA
fc7074e3-3853-41b4-9a75-82fee8f07a6e	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Henry Ford Hospital	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	51	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	33.3	5	0.15	NA	NA
ff72e552-93ed-46e0-af3a-924a7f3778e3	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1850	Christiana Healthcare	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5	0.15	5	90
0f38416c-e746-4d3f-a95b-9396ffbb8c59	RNA-Seq	TCGA-GBM	Solid Tissue Normal	NO	A36H	unknown	48	23	2014-01-29	mirVana (Allprep DNA) RNA	Illumina	RNA-Seq	unknown	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	2.34	0.18	NA	NA
610670aa-dfbd-4571-bfff-9061325df64a	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	UCSF	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	51	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	33.3	6.33	0.19	NA	NA
cd1116d4-4c65-4834-84e0-91b35bdc3a7d	RNA-Seq	TCGA-GBM	Recurrent Tumor	NO	2005	Emory University	76	22	2011-10-03	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5	0.15	50	80
8a601437-8209-432d-9c6c-907d69a2c18a	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Henry Ford Hospital	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5	0.15	2	95
03c995e7-8809-41bf-b553-ed83eeac5d7c	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Henry Ford Hospital	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	50	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	33.3	5	0.15	NA	NA
78ce2c0f-5040-4ce9-b0c0-6d1526eff7fb	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1850	Thomas Jefferson University	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	51	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	33.3	5	0.15	30	70
ea08252d-394a-43f2-b922-ac412d50011e	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Duke	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	49	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	33.3	5.66	0.17	NA	NA
2ca65156-1816-4d7f-965b-68a5bd46f2b2	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1850	St. Joseph's Hospital (AZ)	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	51	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	33.3	5.66	0.17	NA	NA
4e9c6e86-be81-4442-934f-af63b25c6614	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Henry Ford Hospital	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	4.66	0.14	NA	NA
a9080cf2-80e8-4453-8708-353ab0cbe82d	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Henry Ford Hospital	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	6.33	0.19	NA	NA
4af3bbe0-966f-4e9c-82f7-345219231ec1	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Henry Ford Hospital	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5	0.15	NA	NA
8c16ab44-5bef-42ed-906f-89dab2f552f2	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Emory University	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	48	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	33.3	4.66	0.14	NA	NA
5318d857-38be-444c-9f90-eeefba8b3740	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Henry Ford Hospital	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	50	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	33.3	4.66	0.14	2	95
8b443409-cf51-4671-a24b-93218fbbae9e	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1850	Milan - Italy, Fondazione IRCCS Instituto Neuroligico C. Besta	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	47	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	33.3	5	0.15	0	100
5756e182-e2ef-4e97-99b2-71c392151ee5	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Henry Ford Hospital	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	49	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	33.3	4.66	0.14	NA	NA
685338e0-6ce1-4ea3-b860-d162ea82a117	RNA-Seq	TCGA-GBM	Recurrent Tumor	NO	2005	Emory University	76	22	2011-10-03	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	48	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	33.3	5	0.15	NA	NA
77765c29-3ed4-42c4-937d-da444a83dafa	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1850	Thomas Jefferson University	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5.33	0.16	10	90
1d01565c-c9b3-4182-8823-ad36bfaa095b	RNA-Seq	TCGA-GBM	Solid Tissue Normal	NO	A36H	unknown	48	23	2014-01-29	mirVana (Allprep DNA) RNA	Illumina	RNA-Seq	unknown	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	13	1.95	0.15	NA	NA
815f05c5-b23f-4480-8045-221b6b1c74d1	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Henry Ford Hospital	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5.66	0.17	NA	NA
70deeea2-d1a6-4f8b-aca2-426367bc07f6	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Henry Ford Hospital	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5.33	0.16	0	95
4f72e8b2-82e5-472b-82e0-cb11226e1e69	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1850	Cedars Sinai	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	49	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	33.3	5	0.15	NA	NA
9a01f4a2-217f-4581-85d2-f926459007df	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Henry Ford Hospital	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5.66	0.17	NA	NA
3056dde8-e840-4e86-be5e-43346793d173	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1850	Cedars Sinai	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	49	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	33.3	4.66	0.14	NA	NA
14e2eef0-78fb-4973-9e32-f7ce6f19eb30	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Henry Ford Hospital	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5.66	0.17	NA	NA
d6cabed5-01dd-4a94-ac95-f25fdd8e07de	RNA-Seq	TCGA-GBM	Recurrent Tumor	NO	2005	Henry Ford Hospital	76	22	2011-10-03	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5.33	0.16	NA	NA
b1030e5f-456b-4f0c-bea0-5e05ffefaab7	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Duke	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	4.33	0.13	0	100
f435168f-9411-4c7a-a974-d33841249062	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1850	Case Western	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	49	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	33.3	5.33	0.16	10	90
0abe0b4b-5279-4eb0-8985-432f5cdd8a55	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1850	University of Florida	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5	0.15	NA	NA
a9f38529-3b55-48d4-81fe-68fa8c3f7e9c	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Henry Ford Hospital	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	50	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	33.3	4.66	0.14	NA	NA
bff8f4cf-b1bc-4e1c-8614-7582c284fdca	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Henry Ford Hospital	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5	0.15	NA	NA
1c9032fd-25df-493c-bc8b-597c317ab249	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1850	University of Florida	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5.33	0.16	0	100
0ec0d17e-8140-46be-97b6-a5c3969e4b06	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Henry Ford Hospital	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	50	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	33.3	4.66	0.14	NA	NA
816b9111-676f-4126-83c8-fc116ef22199	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1850	Cedars Sinai	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	51	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	33.3	5	0.15	NA	NA
13dd3e58-c6f7-416c-a515-e05ca17a8b67	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Henry Ford Hospital	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	4.66	0.14	5	90
1ca3f11b-e359-403b-a22c-2e81ef8033e3	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1850	Case Western	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5.33	0.16	0	90
acee2e39-bcdb-43b3-b5e9-b34d318356ed	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Henry Ford Hospital	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5.99	0.18	NA	NA
97ccaaa5-889b-45de-8de0-f38ae74a7e0e	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Henry Ford Hospital	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5.99	0.18	NA	NA
b4869fd9-9725-422c-af3c-da12f67d5a11	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1850	Milan - Italy, Fondazione IRCCS Instituto Neuroligico C. Besta	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	50	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5	0.15	20	80
8eecf388-0220-4f0b-a9d2-361c588ed6df	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1850	Christiana Healthcare	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5	0.15	5	80
670d6825-2ed5-49a6-861f-9a43a4ea63d9	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Emory University	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	47	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	33.3	5.66	0.17	5	90
b44ffe75-508f-49c6-8758-f5feeaebd0c4	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Henry Ford Hospital	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	50	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	33.3	5.99	0.18	NA	NA
7fe465d3-a192-413e-a928-1d125c2e0ea3	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Duke	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	51	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5	0.15	10	90
0cdb9c14-129e-4aad-b518-cbc28dc7ffa3	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1850	Emory University	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	48	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5	0.15	0	80
1879c4e8-4069-4ad4-9901-9500972b9c6d	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	MD Anderson Cancer Center	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	48	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	33.3	5	0.15	NA	NA
6bc3c1a9-893f-4828-9d8f-7d639b1ef1a4	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1850	St. Joseph's Hospital (AZ)	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5	0.15	NA	NA
5452fb87-1a4a-4b77-8268-916cb8338cac	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1850	Cedars Sinai	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	49	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5.33	0.16	NA	NA
89484eaa-9dda-4ccb-ad19-7cc612d087de	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Henry Ford Hospital	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	49	Solexa	Illumina HiSeq 2000	Illumina sequencing of Homo sapiens via complementary DNA	BI	33.3	4.66	0.14	NA	NA
f5ebe1e9-9fe4-4a94-8b0b-dbc7db59ba51	RNA-Seq	TCGA-GBM	Primary Tumor	NO	1849	Henry Ford Hospital	76	22	2011-06-27	Allprep RNA Extraction	Illumina	RNA-Seq	unknown	48	Illumina TruSeq	Illumina HiSeq 2000	TCGA RNA-Seq Paired-End Experiment	UNC-LCCC	33.3	5	0.15	0	100
