File ID	File Name	File ID2	File Name2	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
49bb9046-a902-4711-a616-63bfa3bd7017	37b6c800-924e-4547-93a2-6676beade865_gdc_realn_rehead.bam	7d3fc14b-73de-411c-8f81-beb316f61fc7	ca823082-ede5-4bfd-8498-7e492f39bcd6.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-A2-A0EM	TCGA-A2-A0EM-01A	Primary Tumor
fd0e12e0-abdb-49de-bffd-2c4d5a825408	c3b2071e-244e-451e-a647-40a0788d8114_gdc_realn_rehead.bam	da028564-cb16-45cd-b6a4-be4e0ea04438	c84dbd50-ff69-4824-afe5-1eaec5780d27.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-E2-A1II	TCGA-E2-A1II-01A	Primary Tumor
66981e0c-b59b-4c7a-8080-4407d6d87d84	7872a84e-18cc-4c6e-98eb-cf7f2fecf56d_gdc_realn_rehead.bam	e09698a7-8aaa-4fdc-bdac-e3e23c884d22	f3f0919f-f9eb-4baf-aeef-c79fbafef237.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A0H3	TCGA-BH-A0H3-01A	Primary Tumor
a668c5f0-0356-4eaa-b0ad-52983dec547d	756cdd8f-410e-4bd9-90e6-045601c3cba5_gdc_realn_rehead.bam	fda3813b-04c8-43ff-bf22-a2c5570e1ebd	1516c4ec-98c0-41dc-9ad1-86cc05305fc1.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-E2-A1IL	TCGA-E2-A1IL-01A	Primary Tumor
1c0dfd80-5a46-422e-a499-68305de17716	9830a4f8-c5db-4716-b64a-a30f94dbd981_gdc_realn_rehead.bam	b87d8876-e7a9-4ada-be4b-451963eebc3d	c93e78f6-1c35-4139-a6b4-c29c229c8b68.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A0GY	TCGA-BH-A0GY-01A	Primary Tumor
865afd6b-84a7-4dde-aa23-0b925c0b9d50	b324e988-d4c1-4f63-ad46-5804c8e89e9f_gdc_realn_rehead.bam	758aa4aa-6710-4254-b2c1-e57d4cb5d7da	3129e1d1-9844-4df4-b30e-29b1c438983b.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A0DG	TCGA-BH-A0DG-01A	Primary Tumor
bfdaf242-1e97-450d-9983-2cbb4e99305d	ae4ba25e-cfee-4aa2-8f41-23bc6e9bcf0a_gdc_realn_rehead.bam	6796f87b-a914-4fce-a8fb-b97e570f58c3	967fde0b-9c38-4c69-97f2-9640ebe1dc9a.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A0DG	TCGA-BH-A0DG-11A	Solid Tissue Normal
993bb8ce-0888-4a0d-80b0-aecfc605f38c	173daf58-5274-4150-b358-6acfe355adf4_gdc_realn_rehead.bam	a867b31f-19ae-4c85-9fc4-cb6c629b21b2	3ee530ee-274d-44de-9793-a75433ddf938.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-AO-A0J9	TCGA-AO-A0J9-01A	Primary Tumor
f8b4d20d-4be2-4fdf-a474-883301107817	97458b7c-2044-4aa9-821c-8f500d5ea346_gdc_realn_rehead.bam	4ac45e5c-dc6a-4cad-83e3-df0e91f84732	5e50611e-9e98-480c-bc47-28070e9edeea.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-A2-A0CY	TCGA-A2-A0CY-01A	Primary Tumor
72f90c5b-8377-407f-adbd-900bc6202a4b	225ab54d-0125-478e-b810-b30b2158a296_gdc_realn_rehead.bam	01a8e995-7552-44cf-b79c-6f660aba24c8	d078b2ae-790a-4220-98a0-18d311996ed5.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-AC-A3TM	TCGA-AC-A3TM-01A	Primary Tumor
b8cf532a-ad2b-431c-bd2c-e87c163649a6	06600260-4dec-485b-ba56-a6069c6e7d5b_gdc_realn_rehead.bam	6a6276cc-592a-4cef-b960-6a1aaebeedfb	5ea12b9b-56ac-4d0c-8761-bf172b2f23e0.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-OL-A66I	TCGA-OL-A66I-01A	Primary Tumor
53090801-218d-46f0-affc-27989e22948a	5525ffb9-e03a-484b-986b-5e78ae6a2031_gdc_realn_rehead.bam	e2d05d96-f9d6-47d7-a3a5-b7a3af662f63	39e27085-909a-436b-b8e9-624c16303208.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-E9-A2JS	TCGA-E9-A2JS-01A	Primary Tumor
9e592817-2660-40f6-b3a2-58b164af3778	8a7090a1-26fd-45d2-a4dd-f97d1af41d80_gdc_realn_rehead.bam	113bd6b8-43fb-42ff-aa75-e8e870a68512	9db2f825-0d02-4437-9107-a6b92ef4e2cc.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-A1-A0SE	TCGA-A1-A0SE-01A	Primary Tumor
6675f3e8-3726-47a4-aef7-8d8c3cd14579	731d5889-cdcd-41d0-8ae1-962106e79ab7_gdc_realn_rehead.bam	c709d456-a5a1-46ea-af3a-c17fcde742d7	9da89066-8d82-4ace-80e1-889d3c73c8eb.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-B6-A1KI	TCGA-B6-A1KI-01A	Primary Tumor
05a1c321-c48b-4589-b94a-2eda419c988f	d9856c27-e763-45f2-8979-ad03b60517fb_gdc_realn_rehead.bam	a7f038c4-0880-458b-b8ff-232f32d29220	692ea666-b4ac-4e92-b712-96a67edaef56.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-E9-A249	TCGA-E9-A249-01A	Primary Tumor
196c1c84-0aa8-4e9b-8796-045272eb843c	ad8149df-e4a5-4443-bb57-b7ce0f2685db_gdc_realn_rehead.bam	1f3a9d55-7bd9-45c8-a59f-653b3c9e503b	bd35c087-9a96-4f86-99f2-1a2a8936471a.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-AN-A0XW	TCGA-AN-A0XW-01A	Primary Tumor
21bc44b1-49fe-46ea-8d95-4abc9a955085	351199d7-faa3-468f-947d-338629c8ef54_gdc_realn_rehead.bam	87b34f86-efbc-404a-b420-1c4dad3c92c3	158ab1d9-8925-4a05-95da-b2e0ca297474.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-AO-A0JJ	TCGA-AO-A0JJ-01A	Primary Tumor
b9119cf6-63ae-4de3-bdce-c06cec1dc58c	59265a73-1e9c-44a5-8411-91b870d0b92f_gdc_realn_rehead.bam	7f04c457-0ae7-4d3d-88f6-1d96048f9174	967f7008-e212-4114-ab43-dc2a6295f80c.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-AR-A252	TCGA-AR-A252-01A	Primary Tumor
1715d7ef-7759-4668-ad9b-1d7c167c426d	ee5a223a-7d02-4c6b-ba44-28e6a9e677fb_gdc_realn_rehead.bam	ace1e0b0-4034-4f80-9cce-3d22bafd5395	040e40de-4c19-423f-98dc-151e2633d085.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A0E2	TCGA-BH-A0E2-01A	Primary Tumor
b23ce1ef-06e4-4703-8893-dcc29d74f1b2	88d031c6-2304-40c7-8fe5-74fc339edd33_gdc_realn_rehead.bam	49386d7c-c505-464a-acac-b878fb0652f6	16bd1ebb-5bf9-4839-99bd-5a4d3dcad7b8.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-A8-A09D	TCGA-A8-A09D-01A	Primary Tumor
741580b0-7c65-4767-b87f-6c84d3be9598	1771c9a1-945e-4bf7-a569-6fec556757c7_gdc_realn_rehead.bam	b3ebdaa8-67a5-4cf1-806d-6e7bb3f1926a	d6ca3b86-5a26-4467-b9a9-cb7fcc5a7316.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-A8-A07E	TCGA-A8-A07E-01A	Primary Tumor
21b9bfa0-2e28-4219-89f0-9d7b2b9005da	a608b43f-6bb2-42bf-8c4b-e9853f51825f_gdc_realn_rehead.bam	c465ca98-ac3a-4621-82c7-dc9c13d97f59	f79d6a7e-eaaa-4382-a5ed-600cf8d45824.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-E9-A22E	TCGA-E9-A22E-01A	Primary Tumor
ac422093-918f-43d7-8720-c48130f7fd6f	2fc341ef-e4ea-4612-a94d-6e40103fdba8_gdc_realn_rehead.bam	f518d8ce-11f4-4666-9829-be151d04257c	80de2366-cd3c-4b51-9957-06ac3e152cf0.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A0W3	TCGA-BH-A0W3-01A	Primary Tumor
8c4f4470-7697-48fd-88e8-32bcd09c7512	8b3fa61a-ee66-42fd-bb9a-b98ff556df1f_gdc_realn_rehead.bam	729c9d34-e53e-4d29-9927-1b943217aa6d	55d29bdf-c959-4eda-ab2b-e09d7abb58fa.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-A1-A0SK	TCGA-A1-A0SK-01A	Primary Tumor
eadee44d-d207-432b-b38a-734f5dce63de	ae4a52e4-73dd-4d16-a6af-14220ab6cc6c_gdc_realn_rehead.bam	b8e39329-ee71-4716-ab18-4429ca51ac52	31bdedf8-eb1c-48ae-8d96-e06c2b3f27d2.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-AC-A2BM	TCGA-AC-A2BM-01A	Primary Tumor
11c9ecd3-a1ef-482d-a644-c2d294d0f150	35a6e6bd-223c-4abc-9d8b-8aac2fc1eda1_gdc_realn_rehead.bam	c51e8bee-e564-4f7d-b347-0daaada6853b	d8d139e8-6e6f-4771-b624-69518f847b85.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-AR-A0TP	TCGA-AR-A0TP-01A	Primary Tumor
c24b8d96-4bb0-453b-b0a1-393049546774	21d7fdb9-286e-4a42-bade-21e0e97f4248_gdc_realn_rehead.bam	2c38f760-5f37-4af2-ab76-6127a323fc24	046c3754-b22c-4bce-93c7-29b9da173d33.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-A2-A0CW	TCGA-A2-A0CW-01A	Primary Tumor
5015f577-de90-4573-a090-5165a610db0d	452ba008-aec7-408c-893e-4f14deed77e1_gdc_realn_rehead.bam	86ed2eca-bd18-497f-856d-424d8c0152e2	ce76e826-0792-4dec-ace7-7efa3bb8db94.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-PL-A8LY	TCGA-PL-A8LY-01A	Primary Tumor
abddcd00-a83c-462d-9f85-d2ad0d0de185	a6fa0d30-8a45-485e-8d4c-f3f57218b19e_gdc_realn_rehead.bam	5b170d81-1e41-40be-aa95-e773a00c24b4	36998e69-e955-49da-b859-2092caff19cb.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-A8-A06Z	TCGA-A8-A06Z-01A	Primary Tumor
37d8b595-f62f-454f-8e80-16073d34ce7e	cf631774-8e50-44dc-b60c-a68d9b24416b_gdc_realn_rehead.bam	94057ffd-f1fd-4611-9583-0d23d8de469d	8923da54-2f7c-4315-9fc2-a1d6502df55b.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-A2-A0T7	TCGA-A2-A0T7-01A	Primary Tumor
9718ca8c-d171-4d59-90bd-447e343a9b3d	35b92efc-50af-4d98-862b-e2de928e3bb4_gdc_realn_rehead.bam	010e93e3-271a-43f4-9fec-337f5c749c87	74179e5e-2d3c-417e-8844-6740ea9fb2e5.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-A8-A086	TCGA-A8-A086-01A	Primary Tumor
834f9a5e-4fc9-4564-99a6-ef4abe6f5d46	0c72d5dc-ce61-4645-9164-6cb4389b77d0_gdc_realn_rehead.bam	f4a1cdee-ff47-47f9-b2a6-e7cdfdfd841f	3aedd29b-c089-4319-a7cb-61411a737e92.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-GM-A3NY	TCGA-GM-A3NY-01A	Primary Tumor
69b5fd53-ebfb-42a3-b687-b667cb57244c	d548689a-9a84-4520-b259-c207aa7fa9b3_gdc_realn_rehead.bam	42c80669-6255-402a-8e2b-c9a033f5487a	b4e60c29-6c4d-49b4-878e-b91e20e17dad.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-B6-A0RO	TCGA-B6-A0RO-01A	Primary Tumor
467adf93-e42d-4c33-b41c-d15128dbd9c3	beca4316-260a-4c76-a43c-dbff34973db3_gdc_realn_rehead.bam	d5e98846-9947-4ff6-ad81-15f0b22c6dfe	f04a6a90-d4d9-4b17-afaa-f97044ff4b6a.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-A8-A090	TCGA-A8-A090-01A	Primary Tumor
00bc1305-bc2e-44d5-a36a-cf67cf388908	0e195db4-7ecc-4e3d-aa82-0d2ec0b4f4ca_gdc_realn_rehead.bam	4d6b0df0-118a-46fd-900e-5b6ded6cf149	cfbfbac5-7f44-4537-9a1c-088075a936e6.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-AR-A24L	TCGA-AR-A24L-01A	Primary Tumor
5c870516-205a-4075-9e60-d051cf2e87fe	f307ff83-4070-438e-86e0-3a6e9a3958c5_gdc_realn_rehead.bam	7927fb50-bf7f-4eba-a1ef-927ec88d16b9	713df9b5-ea25-464c-b13e-fe8b61fe363d.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-A2-A0EQ	TCGA-A2-A0EQ-01A	Primary Tumor
af92fe76-423d-4262-a75c-8688d549138d	d03128df-c690-4b8d-8ff6-5b3513e1e24c_gdc_realn_rehead.bam	55d49431-402c-40a9-854f-08da366cadb6	8fff7b55-a9c5-4179-a86a-80bff4fed1b0.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-EW-A1IY	TCGA-EW-A1IY-01A	Primary Tumor
56ff4351-7be9-4183-8e75-0782a6fe2c17	a3736f9a-6f21-4b60-82c9-fef598683885_gdc_realn_rehead.bam	50981423-948b-4299-ba69-2eb32de93075	7fe106c5-4235-4930-83cd-84dc5250db89.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-AR-A1AM	TCGA-AR-A1AM-01A	Primary Tumor
d6a8cda0-384c-43ef-9c3f-4b8ec1c64984	895af82a-7fef-415a-887c-7f67403c1260_gdc_realn_rehead.bam	f82e0bce-535a-43de-b03d-fa06de395982	9935bf3a-de25-401c-bf1b-5225a62b24f7.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A0GZ	TCGA-BH-A0GZ-01A	Primary Tumor
c4219318-5dc7-412d-afa6-f67d3089b502	dade32cb-36c7-4d12-b36d-35bb35a0448d_gdc_realn_rehead.bam	a8efdabc-0d30-4762-9aaa-801af3a3eaf8	8a27980e-a506-4cb3-91f2-3f0e5a19acfe.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-A2-A0YM	TCGA-A2-A0YM-01A	Primary Tumor
c264c9eb-173b-40dc-bc78-114ecd070a29	95ba3709-b1aa-4f63-887b-030f7363d4e7_gdc_realn_rehead.bam	21e4c140-189f-413d-9f0a-e3a766bcee3e	535047b2-35b4-4e31-8761-f38cf1f57441.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-GM-A2DO	TCGA-GM-A2DO-01A	Primary Tumor
ceb44430-66aa-479c-a625-8600c386eff0	9fa9cad3-e4c1-4df1-b200-fb2f0812f35c_gdc_realn_rehead.bam	82bab1b8-a47c-4d86-a25f-19a219dcdf40	a5e348aa-d0fd-40fb-a171-b51a36e53612.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A0DS	TCGA-BH-A0DS-01A	Primary Tumor
6f3b0c29-f679-4f63-a665-7d2e0599ae40	74aab7af-a366-4d0b-95fd-38ef501049cc_gdc_realn_rehead.bam	53b60964-5435-4575-baf1-3fdb5b043baa	8c147a31-a1be-4464-9606-12b14fbdf8d3.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-A1-A0SF	TCGA-A1-A0SF-01A	Primary Tumor
b7847f76-f731-4da4-ad4b-1548ff81a6a4	f3b76ef4-f4b1-4f02-be68-187c321fe80e_gdc_realn_rehead.bam	a340be1e-d7bf-4412-ba16-46afa7336850	265fc9bf-8f99-4422-b78d-78ecf09b0e53.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-E9-A247	TCGA-E9-A247-01A	Primary Tumor
00fbd326-73fb-4ede-bf73-e028a07154e9	282001f4-81a1-44d6-99f8-5cbc07f6ebeb_gdc_realn_rehead.bam	71b79d68-5026-4771-841e-1f77b6405b3c	b87ce383-9333-420c-9184-62d9d1eadabc.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-S3-AA15	TCGA-S3-AA15-01A	Primary Tumor
2166a45b-ed1e-47b9-aea3-b06f5222fc15	59abca09-0d5b-4f8e-9093-2b16fcf5a4f5_gdc_realn_rehead.bam	36191966-a4a7-453c-814a-ec52dd8450a5	ad44b37b-0bd2-4289-b03f-d52858da2d0f.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-A8-A08S	TCGA-A8-A08S-01A	Primary Tumor
935c4e3e-3ba4-496c-8cfe-ffef2e325de4	5653ef34-29cb-401b-8592-8e627aecd27c_gdc_realn_rehead.bam	0b4c7c60-cb4f-4526-8475-4a0a821b56a0	387e08dc-a77e-4dd7-939c-1e6f515e692d.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A0E9	TCGA-BH-A0E9-01B	Primary Tumor
61549d34-cba6-459c-b1c7-922d436b579d	c7d94c24-7530-4667-9729-9e3c9729148f_gdc_realn_rehead.bam	b5d43e00-9b5a-4c95-a638-9f0a2394b0be	0a430a9a-7e63-41d6-8cd0-1dda1e1df975.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-D8-A1XZ	TCGA-D8-A1XZ-01A	Primary Tumor
134355cf-0ed3-46dc-9f13-af59bb961ad5	bb710022-8f9c-461e-8448-9c79d15bf657_gdc_realn_rehead.bam	a2184b6f-06da-4020-a189-92867933fda6	3bbc2702-3fa1-455a-9c68-bf082850d9be.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-D8-A1JT	TCGA-D8-A1JT-01A	Primary Tumor
6dad4fb1-a154-4fc6-ab6c-55bb73e3a2ac	80a12da7-b225-4668-94e1-05f4088decb8_gdc_realn_rehead.bam	c7ba4f00-f28a-44e8-8eae-17b088024887	d372fdcf-a087-4773-880a-169ecc0d1fd0.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-D8-A1XC	TCGA-D8-A1XC-01A	Primary Tumor
89cbb9d4-5d05-4736-b13c-a26393f02408	bb1b9616-f67a-40e7-842d-28da9d67fef5_gdc_realn_rehead.bam	2c7d1ff1-494a-4954-b3a7-e237c95aa00b	a2b566c2-bdbc-41c0-a9dc-8207582e1a51.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-AR-A2LO	TCGA-AR-A2LO-01A	Primary Tumor
ef3f5010-f5b1-4cfb-887f-18622ec85b28	ed3492be-3e3b-4258-92fd-36d6cc8e379c_gdc_realn_rehead.bam	ddee3953-d4fc-4703-b641-84ca1609a30c	fd2f42a3-d79c-466b-98c2-5f4d0a4a64e9.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-A8-A0AB	TCGA-A8-A0AB-01A	Primary Tumor
ca3370bc-d8d8-44c0-a915-085c4b466074	497b7bcb-69fd-432a-92bd-23f2ce5e66ca_gdc_realn_rehead.bam	31fc01b1-5780-477b-b31f-4a4e6fd1f21c	b4aad532-f92b-43d9-820c-f3c98e382225.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-A7-A0DB	TCGA-A7-A0DB-01A	Primary Tumor
e0a3ea3a-ffce-4e30-9f42-cb047a7644a1	3a3e5ff7-d2dd-4cc8-8ebe-7637d8e05585_gdc_realn_rehead.bam	3d5c9b56-01f1-4b8d-992f-3493efd91fae	4614147d-8f49-42b0-a43d-3ef88e6f0af4.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A18S	TCGA-BH-A18S-01A	Primary Tumor
d392da6c-7428-4dd0-b004-c519d190e07b	53a911fb-2f36-4ea0-a2f1-cd6cf45ac3ba_gdc_realn_rehead.bam	3ef155fa-8db0-4468-876a-110ed4499806	1cc7480c-76e1-42d1-8593-49b356ef624e.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-AR-A1AV	TCGA-AR-A1AV-01A	Primary Tumor
546fa7dc-9e62-41f4-86f7-b0963d2f7407	01659681-1c48-4d30-b41a-e060a90bb987_gdc_realn_rehead.bam	47de6cfa-c256-4f26-b5cf-23c70db21b24	0bceb3fb-af69-4427-8ce1-767da4b31c37.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-LL-A5YP	TCGA-LL-A5YP-01A	Primary Tumor
4f7e40bf-4360-49bf-88ff-8c9008f814ab	83385f92-efd0-41a6-bbbc-5d4437b04ffe_gdc_realn_rehead.bam	7154da64-da37-4021-8389-c5d039df1dc7	488d0d81-4872-4204-b8e8-745e64a35d65.rna_seq.genomic.gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-BRCA	TCGA-BH-A0C7	TCGA-BH-A0C7-01B	Primary Tumor
